id,adults,children,weekends,weekdays,meal_type,room_type,arrival,lead_time,segment,repeat,price,requests,booking_status
276,2,0,1,2,Not Selected,Room_Type 1,2018-02-26,52.0,Online,0,79.5,1,1
277,1,0,2,1,Meal Plan 1,Room_Type 1,2018-02-28,116.0,Offline,0,,0,1
278,2,2,0,2,Meal Plan 1,Room_Type 6,2018-07-21,89.0,Online,0,186.3,0,1
279,2,0,1,2,Meal Plan 1,Room_Type 1,2018-06-20,193.0,Online,0,120.0,0,1
280,2,0,0,1,Meal Plan 1,Room_Type 1,2018-11-11,92.0,Offline,0,90.0,0,0
281,2,1,2,3,Meal Plan 1,Room_Type 1,2018-07-01,95.0,Online,0,130.5,1,0
282,2,1,1,3,Meal Plan 1,Room_Type 1,2018-02-04,6.0,Online,0,109.0,1,1
283,2,0,1,2,Meal Plan 1,Room_Type 4,2018-04-01,60.0,Online,0,106.2,1,0
284,2,0,2,2,Meal Plan 1,Room_Type 1,2018-09-16,359.0,Online,0,105.0,1,1
285,2,0,0,4,Meal Plan 1,Room_Type 1,2018-11-23,67.0,Online,0,88.4,2,1
286,2,1,1,4,Meal Plan 1,Room_Type 1,2018-08-03,177.0,Online,0,123.75,0,1
287,2,0,1,5,Not Selected,Room_Type 1,2018-04-12,101.0,Online,0,54.06,0,0
288,1,0,0,1,Meal Plan 1,Room_Type 1,2018-02-19,15.0,Corporate,0,80.0,0,0
289,1,0,0,1,Meal Plan 1,Room_Type 1,2018-08-31,30.0,Online,0,94.2,0,0
290,2,0,2,2,Meal Plan 1,Room_Type 1,2018-05-08,89.0,Online,0,128.85,0,0
291,2,0,0,4,Meal Plan 1,Room_Type 1,2017-09-29,21.0,Online,0,133.5,0,1
292,2,0,2,4,Meal Plan 1,Room_Type 1,2017-08-05,6.0,Offline,0,70.0,0,0
293,2,0,1,3,Meal Plan 1,Room_Type 1,2018-06-16,135.0,Online,0,119.85,2,0
294,1,0,0,1,Meal Plan 1,Room_Type 1,2018-03-02,1.0,Online,0,0.0,0,0
295,2,0,1,3,Meal Plan 1,Room_Type 1,2017-09-21,37.0,Online,0,145.8,2,0
296,2,0,2,5,Meal Plan 1,Room_Type 1,2018-11-07,45.0,Offline,0,75.0,1,0
297,2,0,2,3,Meal Plan 1,Room_Type 1,2018-08-12,168.0,Offline,0,,2,0
298,2,0,2,3,Meal Plan 1,Room_Type 1,2018-06-02,143.0,Online,0,100.3,0,1
299,1,0,0,1,Meal Plan 1,Room_Type 1,2018-11-29,25.0,Online,0,75.2,0,0
300,2,0,0,2,Meal Plan 2,Room_Type 1,2017-10-16,102.0,Online,0,101.5,0,1
301,2,1,2,2,Meal Plan 1,Room_Type 1,2017-12-05,4.0,Offline,0,81.6,2,0
302,2,0,1,3,Not Selected,Room_Type 1,2018-10-17,108.0,Online,0,108.0,2,0
303,1,0,0,1,Meal Plan 1,Room_Type 1,2018-07-28,8.0,Corporate,1,65.0,1,0
304,2,0,2,2,Meal Plan 1,Room_Type 1,2017-09-25,56.0,Offline,0,185.0,0,0
305,2,2,0,1,Meal Plan 1,Room_Type 6,2018-08-19,12.0,Online,0,220.0,0,1
306,1,0,1,0,Meal Plan 1,Room_Type 1,2017-08-23,0.0,Online,0,80.0,0,0
307,2,0,2,1,Meal Plan 1,Room_Type 1,2018-10-30,,Offline,0,75.0,1,0
308,3,0,1,1,Meal Plan 1,Room_Type 4,2018-05-09,0.0,Online,0,158.0,0,0
309,1,0,0,2,Meal Plan 2,Room_Type 1,2017-08-14,39.0,Offline,0,87.0,0,0
310,2,0,0,1,Meal Plan 1,Room_Type 6,2018-04-08,36.0,Online,0,103.95,0,0
311,2,1,0,5,Meal Plan 1,Room_Type 5,2018-07-26,63.0,Offline,0,131.75,2,0
312,0,2,2,2,Meal Plan 1,Room_Type 2,2018-05-29,87.0,Online,0,112.01,1,0
313,2,0,1,2,Meal Plan 1,Room_Type 1,2017-11-13,58.0,Online,0,79.2,1,0
314,2,0,0,2,Meal Plan 1,Room_Type 1,2018-11-18,301.0,Offline,0,52.0,0,1
315,2,0,0,2,Meal Plan 2,Room_Type 1,2018-09-13,346.0,Online,0,115.0,1,1
316,1,0,0,1,Meal Plan 1,Room_Type 1,2018-11-04,361.0,Online,1,91.0,0,1
317,1,0,1,0,Meal Plan 1,Room_Type 1,2018-06-06,3.0,Corporate,1,65.0,0,0
318,2,0,0,4,Meal Plan 1,Room_Type 1,2017-12-30,49.0,Offline,0,71.0,0,0
319,1,0,0,1,Meal Plan 1,,2018-05-07,19.0,Online,0,,0,0
320,2,0,0,2,Meal Plan 2,Room_Type 1,2017-09-18,74.0,Offline,0,101.5,0,0
321,2,0,0,3,Not Selected,Room_Type 1,2018-06-14,34.0,Online,0,107.1,1,0
322,2,0,1,4,Meal Plan 1,Room_Type 1,2018-03-16,73.0,Online,0,79.05,1,1
323,1,0,0,1,Meal Plan 1,Room_Type 1,2018-11-25,0.0,Corporate,0,67.0,0,0
324,2,0,0,2,Meal Plan 1,Room_Type 1,2018-04-12,94.0,Online,0,96.3,1,0
325,2,0,1,4,Meal Plan 1,Room_Type 1,2018-05-09,134.0,Online,0,76.58,1,0
326,1,0,1,0,Meal Plan 1,Room_Type 1,2018-01-18,1.0,Online,0,80.0,0,0
327,2,0,0,1,Meal Plan 1,Room_Type 4,2018-07-30,75.0,Online,0,127.8,1,0
328,2,0,0,4,Meal Plan 2,Room_Type 1,2018-09-28,100.0,Offline,0,140.0,1,0
329,2,0,1,1,Not Selected,Room_Type 1,2018-06-18,91.0,Online,0,116.1,0,1
330,2,0,0,3,Meal Plan 1,Room_Type 1,2018-10-11,22.0,Offline,0,95.0,0,0
331,2,0,1,1,Meal Plan 1,Room_Type 6,2017-08-24,13.0,Online,0,153.0,0,0
332,1,0,0,2,Meal Plan 1,Room_Type 1,2017-11-20,32.0,Offline,0,73.0,0,0
333,2,0,0,3,Meal Plan 1,Room_Type 1,2018-06-09,63.0,Online,0,126.9,1,1
334,3,0,1,3,Meal Plan 1,Room_Type 1,2018-09-05,26.0,Online,0,127.2,0,1
335,2,0,0,4,Meal Plan 2,Room_Type 1,2018-09-21,296.0,Online,0,117.0,1,1
336,1,0,0,1,Meal Plan 1,Room_Type 1,2018-04-05,8.0,Online,0,95.0,0,1
337,2,0,2,1,Meal Plan 1,,2018-08-13,7.0,Online,0,130.67,0,1
338,2,0,0,2,Meal Plan 1,Room_Type 1,2018-10-21,263.0,Offline,0,110.0,0,1
339,2,0,0,5,Meal Plan 1,Room_Type 1,2017-12-29,140.0,Offline,0,70.0,0,0
340,2,0,2,1,Meal Plan 2,Room_Type 1,2017-08-15,131.0,Offline,0,94.5,0,0
341,3,0,0,3,Meal Plan 1,Room_Type 1,2018-03-03,6.0,Online,0,137.0,0,1
342,2,0,0,2,Meal Plan 1,Room_Type 1,2018-09-13,219.0,Online,0,,1,1
343,1,0,1,1,Not Selected,Room_Type 1,2018-07-18,19.0,Offline,0,75.0,0,0
344,3,0,0,2,Meal Plan 1,Room_Type 1,2017-10-01,16.0,Online,0,142.0,4,0
345,1,0,0,2,Meal Plan 1,Room_Type 1,2018-09-16,57.0,Offline,0,75.0,0,0
346,2,0,1,2,Meal Plan 1,Room_Type 1,2017-09-14,7.0,Online,0,152.0,1,0
347,1,0,0,1,Meal Plan 1,Room_Type 1,2018-10-18,18.0,Corporate,1,65.0,1,0
348,2,0,2,5,Meal Plan 1,Room_Type 1,2018-11-14,31.0,Online,0,64.67,1,0
349,2,0,2,1,Meal Plan 1,Room_Type 1,2018-08-28,6.0,Offline,0,85.0,0,0
350,2,0,1,4,Meal Plan 1,Room_Type 1,2017-12-30,148.0,Offline,0,67.0,0,0
351,2,0,0,3,Not Selected,Room_Type 1,2018-11-10,63.0,Online,0,118.33,3,0
352,2,0,0,3,Meal Plan 1,Room_Type 2,2018-08-23,178.0,Online,0,94.62,0,1
353,1,0,0,4,Meal Plan 1,Room_Type 1,2018-01-19,151.0,Offline,0,71.0,0,0
354,2,0,1,3,Meal Plan 1,Room_Type 1,2017-12-03,93.0,Online,0,72.25,2,0
355,1,0,0,2,Meal Plan 1,Room_Type 1,2018-12-06,102.0,Online,0,86.4,2,1
356,2,0,2,3,Meal Plan 1,Room_Type 1,2018-08-04,,Offline,0,72.25,1,0
357,2,0,2,1,Meal Plan 1,Room_Type 1,2018-10-30,57.0,Online,0,,1,0
358,2,0,0,2,Meal Plan 1,Room_Type 2,2017-08-06,,Online,0,76.5,2,1
359,2,0,2,5,Meal Plan 1,Room_Type 1,2018-09-22,245.0,Online,0,,0,1
360,2,0,0,2,Meal Plan 1,Room_Type 1,2018-06-03,49.0,Offline,0,80.75,0,0
361,1,0,0,3,Meal Plan 1,Room_Type 1,2018-06-14,71.0,Offline,0,120.0,0,0
362,2,0,0,3,Meal Plan 1,Room_Type 1,2018-02-17,44.0,Offline,0,75.0,0,0
363,2,0,2,3,Not Selected,Room_Type 1,2018-06-26,2.0,Offline,0,63.75,0,0
364,2,1,2,5,Meal Plan 1,Room_Type 1,2018-06-28,147.0,Online,0,106.25,2,0
365,2,0,0,1,Meal Plan 1,Room_Type 4,2018-05-19,0.0,Online,0,223.0,0,1
366,2,0,0,2,Not Selected,,2018-02-12,44.0,Online,0,67.5,0,1
367,2,0,2,2,Meal Plan 1,Room_Type 1,2018-03-25,116.0,Online,0,59.5,0,1
368,2,0,2,1,Meal Plan 1,Room_Type 4,2018-05-08,11.0,Online,0,126.0,1,0
369,2,0,0,1,Meal Plan 1,Room_Type 1,2018-08-06,129.0,Online,0,,1,0
370,2,0,2,5,Meal Plan 1,Room_Type 2,2017-08-27,13.0,Online,0,85.29,1,1
371,2,0,2,2,Meal Plan 1,Room_Type 1,2018-09-02,186.0,Offline,0,80.75,0,0
372,2,0,2,1,Meal Plan 1,Room_Type 1,2018-02-07,20.0,Online,0,93.0,2,0
373,1,0,1,3,Meal Plan 1,Room_Type 1,2018-02-15,12.0,Online,0,95.0,0,0
374,2,0,1,1,Meal Plan 1,Room_Type 1,2017-12-05,10.0,Online,0,80.75,0,0
375,2,0,1,2,Not Selected,Room_Type 1,2018-11-07,102.0,Offline,0,59.5,0,1
376,1,0,1,0,Meal Plan 1,Room_Type 4,2018-08-08,7.0,Corporate,0,94.0,0,0
377,2,0,2,1,Meal Plan 1,Room_Type 1,2017-09-12,26.0,Online,0,124.0,3,0
378,2,0,2,2,Meal Plan 1,Room_Type 4,2018-04-17,106.0,Online,0,90.95,1,0
379,2,0,0,2,Meal Plan 2,Room_Type 1,2018-08-18,320.0,Offline,0,115.0,1,1
380,1,0,3,7,Meal Plan 1,Room_Type 1,2017-11-30,0.0,Online,1,69.0,1,0
381,2,0,0,2,Not Selected,Room_Type 1,2018-03-08,13.0,Online,0,81.0,0,0
382,2,0,0,3,Meal Plan 1,Room_Type 1,2018-04-27,15.0,Online,0,103.44,0,1
383,2,0,0,4,Meal Plan 1,Room_Type 1,2018-04-20,270.0,Offline,0,80.0,0,0
384,2,0,1,2,Meal Plan 1,,2017-10-16,102.0,Online,0,89.25,0,0
385,1,0,0,2,Meal Plan 2,Room_Type 1,2017-10-16,102.0,Offline,0,87.0,0,0
386,1,0,0,1,Meal Plan 1,Room_Type 1,2017-09-30,1.0,Corporate,0,65.0,0,0
387,2,0,0,3,Meal Plan 1,Room_Type 1,2018-09-29,78.0,Offline,0,95.0,1,0
388,2,0,0,2,Meal Plan 1,Room_Type 1,2018-06-02,112.0,Offline,0,100.0,0,0
389,2,0,0,2,Meal Plan 2,Room_Type 1,2017-07-17,273.0,Offline,0,109.0,0,1
390,1,0,1,2,Meal Plan 1,Room_Type 1,2018-10-17,25.0,Online,0,129.0,2,0
391,2,0,2,2,Not Selected,Room_Type 1,2018-10-30,72.0,Online,0,79.65,0,1
392,2,0,2,3,Meal Plan 1,Room_Type 1,2017-08-15,93.0,Online,0,76.5,2,1
393,2,0,0,1,Meal Plan 1,Room_Type 1,2018-07-06,91.0,Online,0,,0,0
394,2,0,2,0,Not Selected,Room_Type 1,2018-09-11,24.0,Online,0,,1,0
395,1,0,2,0,Meal Plan 1,Room_Type 1,2018-02-28,5.0,Corporate,1,66.0,0,0
396,1,0,0,1,Not Selected,,2018-12-01,6.0,Online,0,88.0,0,0
397,2,0,0,2,Meal Plan 1,Room_Type 1,2018-08-10,57.0,Online,0,135.9,1,0
398,1,0,0,2,Meal Plan 2,Room_Type 1,2017-09-17,14.0,Online,0,0.0,0,0
399,1,0,0,1,Meal Plan 1,Room_Type 1,2018-12-14,12.0,Online,0,75.2,0,0
400,1,0,1,0,Not Selected,Room_Type 1,2017-11-15,5.0,Online,0,73.15,0,0
401,1,0,0,1,Meal Plan 1,Room_Type 1,2018-02-19,99.0,Corporate,0,81.0,0,0
402,2,0,2,5,Meal Plan 1,Room_Type 1,2018-04-30,97.0,Online,0,109.81,1,0
403,2,0,1,5,Meal Plan 1,Room_Type 1,2018-03-28,56.0,Online,0,85.85,1,1
404,2,0,1,1,Meal Plan 1,Room_Type 4,2018-09-03,60.0,Online,0,123.3,1,1
405,1,0,2,1,Not Selected,Room_Type 1,2018-10-29,8.0,Online,0,85.35,1,0
406,3,0,0,3,Meal Plan 1,Room_Type 4,2018-09-22,198.0,Online,0,159.3,1,1
407,2,0,4,6,Meal Plan 2,Room_Type 1,2018-08-21,163.0,Offline,0,72.25,1,0
408,1,0,1,2,Meal Plan 1,Room_Type 1,2018-09-23,19.0,Online,0,117.81,1,0
409,2,0,1,2,Meal Plan 1,Room_Type 1,2018-11-14,20.0,Offline,0,80.0,0,0
410,1,0,1,1,Meal Plan 1,Room_Type 1,2017-09-07,3.0,Offline,0,98.8,0,0
411,2,0,2,1,Meal Plan 1,Room_Type 4,2018-02-07,1.0,Offline,0,51.5,0,0
412,2,0,2,0,Meal Plan 1,Room_Type 4,2018-01-31,30.0,Online,0,79.6,1,0
413,1,0,1,1,Meal Plan 1,Room_Type 1,2018-06-06,118.0,Offline,0,110.0,0,0
414,2,0,2,0,Meal Plan 2,Room_Type 1,2018-10-23,386.0,Online,0,115.0,1,1
415,2,0,2,2,Not Selected,Room_Type 1,2018-09-30,186.0,Online,0,102.6,2,1
416,2,0,0,3,Meal Plan 1,Room_Type 1,2018-11-03,304.0,Online,0,89.0,0,1
417,1,0,0,1,Meal Plan 1,Room_Type 4,2018-03-02,2.0,Offline,0,55.0,0,0
418,1,0,1,2,Meal Plan 1,Room_Type 4,2017-10-05,12.0,Offline,0,75.0,0,0
419,2,2,1,0,Meal Plan 1,Room_Type 6,2018-08-01,9.0,Online,0,201.0,3,0
420,3,0,0,5,Meal Plan 2,Room_Type 4,2018-08-16,183.0,Online,0,187.5,0,1
421,2,0,0,3,Meal Plan 1,Room_Type 1,2017-07-07,79.0,Complementary,0,37.33,1,0
422,2,0,2,3,Meal Plan 1,Room_Type 1,2018-10-16,256.0,Online,0,100.75,0,1
423,2,0,0,2,Meal Plan 1,,2018-04-08,97.0,Online,0,96.3,1,0
424,2,0,0,4,Meal Plan 1,Room_Type 1,2018-08-31,175.0,Online,0,112.63,0,1
425,1,0,0,1,Not Selected,Room_Type 1,2018-10-28,69.0,Online,0,57.52,1,0
426,2,0,0,1,Meal Plan 1,,2018-09-01,10.0,Offline,0,95.0,1,0
427,2,0,2,3,Meal Plan 1,Room_Type 1,2017-12-24,0.0,Offline,0,62.8,0,0
428,1,0,2,1,Meal Plan 2,Room_Type 1,2018-03-27,122.0,Offline,0,86.0,0,0
429,2,0,0,3,Meal Plan 1,,2018-03-16,11.0,Online,0,95.48,1,0
430,2,0,0,1,Not Selected,Room_Type 1,2018-08-13,67.0,Online,0,125.1,1,0
431,3,0,0,3,Meal Plan 1,Room_Type 1,2017-11-25,42.0,Online,0,106.8,1,0
432,2,0,2,1,Meal Plan 2,Room_Type 1,2018-01-02,4.0,Offline,0,109.0,0,0
433,1,0,1,0,Meal Plan 1,Room_Type 1,2018-01-25,4.0,Corporate,0,59.0,0,0
434,2,0,1,2,Not Selected,Room_Type 1,2018-04-29,133.0,Online,0,88.5,0,1
435,2,0,1,4,Meal Plan 1,Room_Type 1,2018-02-17,74.0,Online,0,55.24,0,0
436,1,0,0,1,Meal Plan 1,Room_Type 1,2018-08-02,2.0,Online,0,102.7,0,0
437,2,0,2,0,Not Selected,Room_Type 1,2018-05-22,135.0,Online,0,94.5,2,0
438,3,0,0,3,Meal Plan 1,Room_Type 1,2018-05-04,128.0,Offline,0,105.4,1,0
439,2,0,1,0,Not Selected,Room_Type 1,2018-05-09,0.0,Online,0,89.0,0,0
440,2,0,1,0,Not Selected,,2017-08-23,6.0,Online,0,81.0,0,0
441,2,0,0,2,Meal Plan 1,Room_Type 1,2018-12-02,38.0,Corporate,0,85.0,0,0
442,1,0,0,1,Meal Plan 1,Room_Type 4,2018-05-11,20.0,Online,0,156.0,0,1
443,2,0,1,3,Meal Plan 1,Room_Type 1,2018-10-27,240.0,Online,0,90.95,2,0
444,1,0,2,5,Meal Plan 1,Room_Type 1,2018-11-14,34.0,Online,0,74.8,2,1
445,2,0,0,2,Meal Plan 1,Room_Type 1,2017-11-13,79.0,Offline,0,75.0,0,0
446,2,1,2,3,Meal Plan 1,Room_Type 4,2018-05-15,126.0,Online,0,125.45,2,0
447,1,0,0,1,Meal Plan 1,,2018-12-14,4.0,Online,0,88.0,1,0
448,2,0,0,1,Meal Plan 1,Room_Type 1,2018-10-04,31.0,Online,0,125.1,1,0
449,2,0,2,1,Meal Plan 1,Room_Type 4,2017-09-20,2.0,Offline,0,75.0,0,0
450,2,0,0,2,Not Selected,,2018-06-01,35.0,Online,0,84.24,0,1
451,3,0,2,2,Meal Plan 1,Room_Type 4,2018-07-03,147.0,Online,0,127.93,1,0
452,1,0,0,2,Meal Plan 1,Room_Type 1,2018-06-15,188.0,Offline,0,130.0,0,1
453,3,0,0,3,Meal Plan 1,Room_Type 4,2018-08-09,176.0,Online,0,137.7,2,1
454,1,0,1,0,Meal Plan 1,Room_Type 1,2018-05-23,0.0,Corporate,0,65.0,0,0
455,3,0,1,3,Meal Plan 1,Room_Type 6,2018-06-13,22.0,Online,0,206.0,2,0
456,2,0,0,2,Meal Plan 1,Room_Type 1,2018-07-27,31.0,Online,0,135.9,1,1
457,2,0,1,3,Meal Plan 1,Room_Type 4,2018-09-19,73.0,Online,0,149.4,1,1
458,2,0,0,2,Not Selected,Room_Type 1,2018-03-22,2.0,Online,0,98.0,0,0
459,2,0,2,0,Meal Plan 1,Room_Type 1,2018-12-18,83.0,Offline,0,75.0,0,0
460,1,0,0,1,Meal Plan 1,Room_Type 7,2018-02-06,8.0,Corporate,0,101.0,0,0
461,2,0,0,2,Meal Plan 1,Room_Type 1,2018-01-20,11.0,Online,0,80.3,1,0
462,2,0,0,2,Not Selected,,2018-08-03,192.0,Online,0,94.5,0,1
463,3,0,2,8,Meal Plan 1,Room_Type 4,2018-12-08,39.0,Online,0,130.9,2,0
464,1,0,0,2,Meal Plan 1,Room_Type 1,2018-06-15,188.0,Online,0,130.0,0,1
465,2,0,6,13,Not Selected,Room_Type 1,2018-03-10,64.0,Online,0,70.46,0,1
466,2,0,0,1,Meal Plan 1,Room_Type 1,2017-10-23,39.0,Online,0,96.3,2,0
467,2,0,2,2,Meal Plan 1,Room_Type 4,2018-09-18,47.0,Online,0,119.52,0,0
468,2,0,0,2,Meal Plan 2,Room_Type 1,2017-09-18,,Offline,0,109.0,0,0
469,2,1,1,1,Meal Plan 1,Room_Type 1,2018-08-08,27.0,Online,0,195.5,2,0
470,2,0,0,2,Meal Plan 2,Room_Type 1,2018-06-15,256.0,Offline,0,115.0,1,1
471,2,0,0,3,Meal Plan 1,Room_Type 1,2018-11-03,304.0,Online,0,89.0,0,1
472,2,0,1,2,Meal Plan 1,Room_Type 1,2018-09-30,267.0,Offline,0,95.0,0,1
473,1,0,1,0,Not Selected,Room_Type 1,2018-10-03,33.0,Online,0,120.6,1,0
474,2,0,2,2,Meal Plan 1,Room_Type 1,2018-03-11,47.0,Online,0,86.35,1,0
475,2,0,2,1,Meal Plan 1,Room_Type 1,2018-07-03,54.0,Online,0,117.9,0,1
476,2,0,1,2,Meal Plan 1,Room_Type 1,2018-05-06,95.0,Offline,0,,0,0
477,2,0,0,2,Meal Plan 1,Room_Type 1,2018-04-01,89.0,Online,0,87.3,1,0
478,3,0,0,4,Meal Plan 1,Room_Type 4,2018-08-24,104.0,Online,0,150.3,0,1
479,2,0,2,6,Meal Plan 1,Room_Type 1,2018-08-12,156.0,Online,0,106.89,1,1
480,2,0,0,3,Meal Plan 1,Room_Type 1,2018-06-07,213.0,Offline,0,130.0,0,1
481,2,0,2,5,Not Selected,Room_Type 1,2018-02-21,44.0,Online,0,66.29,1,0
482,2,0,1,3,Meal Plan 1,Room_Type 1,2018-04-25,86.0,Online,0,90.95,1,0
483,2,0,0,4,Meal Plan 1,Room_Type 4,2018-04-06,78.0,Online,0,108.45,1,0
484,2,0,0,3,Meal Plan 1,Room_Type 4,2018-05-12,,Online,0,140.4,1,0
485,2,0,2,3,Meal Plan 1,Room_Type 4,2018-08-11,170.0,Online,0,112.2,1,1
486,2,0,1,1,Not Selected,Room_Type 1,2018-01-16,4.0,Online,0,67.5,0,0
487,2,0,2,1,Meal Plan 2,Room_Type 1,2017-08-15,131.0,Offline,0,94.5,0,1
488,3,0,0,1,Not Selected,Room_Type 1,2018-03-03,19.0,Online,0,115.0,0,1
489,2,0,2,4,Not Selected,Room_Type 1,2018-05-01,,Online,0,84.43,0,1
490,2,0,0,1,Not Selected,Room_Type 1,2018-06-17,0.0,Online,0,129.0,1,0
491,2,0,1,4,Meal Plan 1,Room_Type 1,2018-10-05,275.0,Offline,0,90.0,0,1
492,2,0,1,3,Meal Plan 1,Room_Type 1,2017-10-01,16.0,Online,0,111.75,1,0
493,2,0,2,0,Meal Plan 1,Room_Type 1,2018-04-24,146.0,Offline,0,95.0,0,1
494,2,0,0,2,Not Selected,Room_Type 1,2018-03-02,35.0,Online,0,73.1,0,1
495,2,0,1,2,Meal Plan 1,Room_Type 4,2017-12-28,20.0,Online,0,70.42,0,0
496,2,0,1,2,Meal Plan 1,Room_Type 1,2018-06-03,191.0,Offline,0,,0,1
497,2,0,2,6,Meal Plan 1,Room_Type 1,2018-12-10,36.0,Online,0,,1,0
498,2,0,1,3,Meal Plan 1,Room_Type 1,2018-07-07,105.0,Online,0,114.3,1,0
499,1,0,0,1,Meal Plan 1,,2018-09-30,10.0,Aviation,0,110.0,0,1
500,2,0,1,2,Meal Plan 1,Room_Type 1,2017-10-30,6.0,Online,0,87.27,1,0
501,1,0,1,2,Meal Plan 1,Room_Type 1,2018-08-26,167.0,Online,0,96.3,0,1
502,3,0,0,2,Meal Plan 1,Room_Type 4,2018-08-18,138.0,Online,0,142.2,0,1
503,3,0,0,2,Meal Plan 1,Room_Type 7,2018-04-07,3.0,Online,0,185.57,0,0
504,2,0,1,4,Meal Plan 1,Room_Type 1,2018-10-05,275.0,Offline,0,90.0,0,1
505,2,1,0,4,Meal Plan 1,Room_Type 1,2018-10-26,33.0,Online,0,149.0,1,1
506,2,0,1,2,Meal Plan 1,Room_Type 1,2018-06-17,290.0,Offline,0,72.0,0,1
507,3,0,1,3,Meal Plan 1,Room_Type 4,2018-12-26,246.0,Online,0,104.55,0,0
508,2,0,2,0,Not Selected,Room_Type 1,2018-04-17,75.0,Online,0,90.0,0,0
509,2,0,2,2,Not Selected,Room_Type 1,2018-02-06,12.0,Online,0,55.72,0,0
510,2,0,2,2,Meal Plan 1,Room_Type 1,2018-02-07,14.0,Online,0,91.0,1,1
511,2,0,0,3,Meal Plan 1,Room_Type 1,2017-12-09,7.0,Offline,0,58.0,0,0
512,2,0,1,2,Meal Plan 1,Room_Type 1,2017-11-27,4.0,Offline,0,55.0,0,0
513,2,0,2,5,Not Selected,Room_Type 1,2018-08-22,177.0,Online,0,84.39,0,1
514,2,0,0,2,Meal Plan 1,,2018-10-07,176.0,Online,0,108.9,0,1
515,2,0,1,0,Meal Plan 1,Room_Type 1,2018-08-21,5.0,Online,0,167.0,0,1
516,2,0,0,3,Meal Plan 1,Room_Type 1,2018-11-23,308.0,Online,0,78.3,1,1
517,2,0,1,1,Meal Plan 2,Room_Type 1,2017-10-05,88.0,Offline,0,112.2,0,0
518,2,0,0,1,Meal Plan 1,Room_Type 1,2018-02-19,4.0,Corporate,0,80.0,0,1
519,2,0,2,5,Not Selected,Room_Type 1,2018-07-23,188.0,Online,0,80.75,1,0
520,2,0,3,5,Meal Plan 1,Room_Type 4,2018-03-13,46.0,Online,0,96.16,1,1
521,1,0,0,2,Meal Plan 1,Room_Type 1,2018-10-13,9.0,Corporate,1,67.0,1,0
522,2,0,1,3,Meal Plan 2,Room_Type 4,2018-06-27,9.0,Online,0,194.0,2,0
523,2,0,1,0,Meal Plan 1,Room_Type 1,2018-10-03,0.0,Corporate,1,75.0,0,0
524,2,0,1,1,Meal Plan 1,Room_Type 1,2018-08-06,235.0,Online,0,105.3,2,1
525,2,0,0,2,Meal Plan 1,Room_Type 4,2018-08-11,96.0,Offline,0,82.45,0,0
526,2,0,1,4,Meal Plan 1,Room_Type 1,2018-05-09,135.0,Online,0,79.72,1,1
527,2,0,1,2,Meal Plan 1,Room_Type 1,2018-04-04,101.0,Offline,0,80.0,0,1
528,2,0,2,3,Meal Plan 1,Room_Type 1,2018-05-20,212.0,Offline,0,78.0,1,0
529,2,0,0,1,Meal Plan 1,Room_Type 1,2018-09-27,28.0,Offline,0,75.0,2,0
530,1,0,1,0,Meal Plan 1,,2018-03-20,13.0,Offline,0,75.0,0,0
531,2,0,2,1,Meal Plan 1,Room_Type 1,2018-08-14,306.0,Online,0,104.4,3,0
532,2,0,1,3,Not Selected,Room_Type 2,2018-03-21,51.0,Online,0,83.3,1,0
533,2,0,1,2,Meal Plan 1,Room_Type 1,2018-10-14,177.0,Offline,0,,0,0
534,2,0,2,2,Not Selected,Room_Type 1,2018-11-06,17.0,Online,0,142.54,0,0
535,3,0,0,3,Meal Plan 1,Room_Type 4,2018-08-30,45.0,Online,0,151.2,2,0
536,2,1,0,2,Meal Plan 1,Room_Type 1,2018-12-21,244.0,Online,0,94.5,2,1
537,2,0,1,3,Meal Plan 1,Room_Type 1,2018-05-19,100.0,Online,0,136.0,1,0
538,1,0,0,1,Meal Plan 1,Room_Type 1,2018-03-15,41.0,Online,0,,0,1
539,1,0,0,1,Meal Plan 1,Room_Type 1,2018-02-19,99.0,Corporate,0,81.0,0,0
540,1,0,0,2,Meal Plan 1,Room_Type 1,2018-06-24,192.0,Offline,0,95.0,0,0
541,3,0,0,2,Meal Plan 1,Room_Type 4,2018-06-22,24.0,Online,0,157.0,0,1
542,1,0,0,2,Meal Plan 1,Room_Type 1,2018-10-20,29.0,Online,0,129.0,1,1
543,2,0,0,3,Meal Plan 1,Room_Type 1,2017-09-02,18.0,Online,0,,2,0
544,2,0,0,4,Meal Plan 1,Room_Type 1,2018-10-18,104.0,Online,0,91.48,1,0
545,1,0,1,2,Not Selected,Room_Type 1,2018-10-28,4.0,Online,0,133.33,2,0
546,2,0,2,1,Meal Plan 1,Room_Type 4,2018-06-19,34.0,Online,0,122.4,0,1
547,2,0,0,2,Not Selected,Room_Type 1,2018-01-19,64.0,Online,0,,2,0
548,1,0,0,1,Meal Plan 1,Room_Type 1,2018-01-23,1.0,Online,0,85.0,0,0
549,2,0,2,2,Meal Plan 1,Room_Type 1,2018-07-02,138.0,Online,0,71.67,1,0
550,2,0,0,2,Not Selected,,2018-08-31,,Online,0,118.5,1,0
551,2,0,0,4,Not Selected,Room_Type 1,2018-08-30,28.0,Online,0,104.5,2,0
552,1,0,0,2,Meal Plan 1,Room_Type 1,2017-10-02,164.0,Offline,0,100.0,0,0
